Age,Pclass,Sex,SibSp,Parch,Fare,Embarked,Title,target,split
1.2339624722654419,-1.5661069258891576,1,-0.47454519624983954,-0.4736736092984604,-0.07458306872129913,2,12,0,train
-0.04545001579353849,-0.3693648410115938,1,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,12,0,train
0.4663149794300536,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,2,12,0,train
0.1251383159476589,0.8273772438659699,1,0.4327933656785018,-0.4736736092984604,-0.4902797934380587,2,12,0,train
-1.0121172289936569,0.8273772438659699,0,3.1548090514635256,2.0089333664952354,-0.01870931177853076,2,9,0,train
0.011412761453527303,-1.5661069258891576,1,-0.47454519624983954,0.7676298785983874,4.335332226633905,0,12,0,train
1.2055310836419089,-1.5661069258891576,1,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,2,7,0,train
0.29572664768885626,-0.3693648410115938,1,0.4327933656785018,-0.4736736092984604,-0.09027201697708476,0,12,0,train
-1.3532938924760516,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,12,0,train
-1.3532938924760516,-1.5661069258891576,1,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,2,12,1,train
1.0349427519007115,-0.3693648410115938,0,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,13,1,train
0.6937660884183168,0.8273772438659699,1,0.4327933656785018,0.7676298785983874,-0.1621689579829361,2,12,0,train
0.5231777566771194,-0.3693648410115938,1,-0.47454519624983954,-0.4736736092984604,-0.4012683683236117,2,12,0,train
-0.38662667927593325,0.8273772438659699,1,0.4327933656785018,-0.4736736092984604,-0.5063875431873253,2,12,0,train
0.29572664768885626,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,2,12,1,train
1.4898449698772378,-0.3693648410115938,0,-0.47454519624983954,0.7676298785983874,-0.12491978668775715,2,13,1,train
0.636903311171251,-1.5661069258891576,0,0.4327933656785018,-0.4736736092984604,1.163700193253568,2,13,1,train
0.8074916429124483,-1.5661069258891576,0,-0.47454519624983954,-0.4736736092984604,3.9327230485884233,0,9,1,train
0.5800405339241852,-0.3693648410115938,1,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,12,0,train
-0.38662667927593325,-1.5661069258891576,0,0.4327933656785018,-0.4736736092984604,0.49925551609632224,2,13,1,train
-0.727803342758328,0.8273772438659699,0,3.1548090514635256,2.0089333664952354,-0.01870931177853076,2,9,0,train
2.1153355195949612,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.5228315422126077,2,12,0,train
0.35258942493592205,0.8273772438659699,0,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,2,9,0,train
-0.9552544517465912,-0.3693648410115938,0,-0.47454519624983954,2.0089333664952354,-0.11988611489111134,2,9,1,train
2.229061074089093,0.8273772438659699,0,-0.47454519624983954,-0.4736736092984604,-0.455380340137554,2,13,1,train
-0.21603834753473586,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,12,1,train
-1.3532938924760516,0.8273772438659699,0,-0.47454519624983954,2.0089333664952354,-0.19824427701513722,0,13,1,train
0.29572664768885626,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.457478374542396,2,12,0,train
0.6937660884183168,-1.5661069258891576,1,0.4327933656785018,2.0089333664952354,1.7677408088510642,2,12,1,train
-1.3532938924760516,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.3573083057891445,0,12,0,train
1.4898449698772378,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,12,0,train
0.18200109319472468,-1.5661069258891576,1,-0.47454519624983954,2.0089333664952354,3.610064686423428,0,12,0,train
0.35258942493592205,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,2,12,0,train
0.5231777566771194,-1.5661069258891576,0,0.4327933656785018,-0.4736736092984604,1.163700193253568,1,9,1,train
-1.3532938924760516,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.4928811950225652,1,12,0,train
-1.3532938924760516,0.8273772438659699,0,2.2474704895351842,0.7676298785983874,-0.13565761536436197,2,9,0,train
-1.23956833798192,0.8273772438659699,1,2.2474704895351842,0.7676298785983874,-0.22408312108167944,2,8,0,train
0.0682755387005931,-0.3693648410115938,0,0.4327933656785018,0.7676298785983874,-0.04438103794142432,2,9,1,train
1.5467077471243036,-1.5661069258891576,1,-0.47454519624983954,0.7676298785983874,0.5874293382238074,0,12,0,train
0.0682755387005931,-0.3693648410115938,0,-0.47454519624983954,0.7676298785983874,-0.12491978668775715,2,13,1,train
-1.3532938924760516,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,2,12,0,train
-1.3532938924760516,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,12,0,train
0.011412761453527303,-0.3693648410115938,0,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,9,0,train
-0.32976390202886746,0.8273772438659699,1,0.4327933656785018,0.7676298785983874,-0.2414492887801075,2,12,0,train
-1.3532938924760516,-1.5661069258891576,1,-0.47454519624983954,-0.4736736092984604,-0.034313694348132716,2,12,1,train
0.0682755387005931,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,2,12,0,train
0.011412761453527303,-0.3693648410115938,0,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,2,13,1,train
-0.10231279304060428,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.4969926981460655,2,12,0,train
-1.300980137408751,-1.5661069258891576,1,0.4327933656785018,2.0089333664952354,2.4029901895877646,2,8,1,train
0.011412761453527303,-0.3693648410115938,0,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,2,13,1,train
0.1251383159476589,0.8273772438659699,0,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,2,9,1,train
0.5800405339241852,-0.3693648410115938,1,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,2,12,0,train
-0.15917557028767007,-1.5661069258891576,0,1.340131927606843,2.0089333664952354,4.634416897040849,0,9,1,train
-1.3532938924760516,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,12,0,train
-1.3532938924760516,0.8273772438659699,0,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,13,1,train
-1.3532938924760516,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,2,12,0,train
-0.10231279304060428,0.8273772438659699,0,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,2,9,1,train
2.1721982968420273,-1.5661069258891576,0,-0.47454519624983954,-0.4736736092984604,0.962353321387736,3,13,1,train
-0.32976390202886746,0.8273772438659699,0,-0.47454519624983954,-0.4736736092984604,-0.45026210265472455,2,9,1,train
1.0349427519007115,-1.5661069258891576,0,-0.47454519624983954,-0.4736736092984604,3.9327230485884233,0,9,1,train
1.887884410606698,-0.3693648410115938,1,-0.47454519624983954,-0.4736736092984604,-0.3997582667846179,1,15,0,train
-0.2729011247818017,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,2,12,0,train
1.0349427519007115,-0.3693648410115938,0,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,2,13,1,train
-1.3532938924760516,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0,12,0,train
-0.21603834753473586,0.8273772438659699,0,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,2,9,0,train
0.6084719225477181,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.5188046047752911,0,12,0,train
0.23886387044179047,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,2,12,0,train
-1.3532938924760516,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,12,0,train
-0.04545001579353849,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,12,0,train
-0.10231279304060428,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,2,12,0,train
1.6035705243713694,-1.5661069258891576,1,-0.47454519624983954,-0.4736736092984604,-0.034313694348132716,2,7,1,train
0.35258942493592205,0.8273772438659699,0,-0.47454519624983954,-0.4736736092984604,-0.397241430886295,2,9,1,train
0.7221974770418497,-0.3693648410115938,1,-0.47454519624983954,2.0089333664952354,-0.12491978668775715,2,12,0,train
-1.3532938924760516,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1,12,0,train
-0.10231279304060428,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,12,0,train
1.4898449698772378,-1.5661069258891576,1,1.340131927606843,-0.4736736092984604,2.042579288947925,2,4,1,train
0.18200109319472468,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.5079822104125026,2,12,1,train
-0.10231279304060428,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,2,12,0,train
1.5467077471243036,-1.5661069258891576,0,0.4327933656785018,-0.4736736092984604,0.921244330558889,2,13,1,train
0.6937660884183168,-0.3693648410115938,1,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,2,12,0,train
0.29572664768885626,-0.3693648410115938,0,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,2,13,1,train
-0.10231279304060428,-1.5661069258891576,0,-0.47454519624983954,-0.4736736092984604,2.4029901895877646,2,9,1,train
1.4898449698772378,-1.5661069258891576,1,0.4327933656785018,-0.4736736092984604,1.4944124302931971,0,12,0,train
0.9212171974065799,-0.3693648410115938,0,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2,9,1,train
0.18200109319472468,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,2,12,1,train
-1.3532938924760516,-1.5661069258891576,1,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,2,12,0,train
2.3427866285832244,-1.5661069258891576,1,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,2,12,0,train
-0.38662667927593325,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,2,12,0,train
0.23886387044179047,-1.5661069258891576,1,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,2,12,1,train
-1.1258427834877884,-1.5661069258891576,1,-0.47454519624983954,2.0089333664952354,0.9997696105865636,2,8,1,train
-1.3532938924760516,0.8273772438659699,1,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,2,12,0,train
-1.2964311152289858,0.8273772438659699,0,0.4327933656785018,0.7676298785983874,-0.4242561406845337,2,9,1,train
0.6937660884183168,-0.3693648410115938,1,0.4327933656785018,2.0089333664952354,-0.08968408411123653,2,12,0,train
1.0918055291477773,-0.3693648410115938,1,0.4327933656785018,0.7676298785983874,-0.11988611489111134,2,12,0,train
0.8074916429124483,-1.5661069258891576,1,-0.47454519624983954,0.7676298785983874,2.441497778832105,2,12,0,train
